Income,Age,Total_Spend,Recency,Frequency,Customer_Segment,CLV_Tier,Predicted_CLV
76532.0,51,820,293,21,Lost,Mid CLV,1101.7512
42081.0,44,382,488,13,Loyal,Low CLV,450.0259
67546.0,38,2126,667,19,Champions,High CLV,2041.408
88420.0,37,2069,58,19,Lost,Mid CLV,1499.3673
31158.0,41,72,518,5,Loyal,Low CLV,61.63389
61671.0,58,732,26,20,Lost,Mid CLV,797.3215
69719.0,52,801,34,10,At-Risk,Mid CLV,861.5639
49160.0,77,236,252,10,At-Risk,Low CLV,218.68645
24882.0,48,80,658,4,Loyal,Low CLV,64.62478
90933.0,72,1685,90,14,Lost,High CLV,1689.264
113734.0,81,277,32,27,Lost,Low CLV,322.59558
59292.0,76,507,381,16,Lost,Low CLV,602.3032
45759.0,62,68,491,5,Loyal,Low CLV,61.685993
22148.0,43,49,77,4,At-Risk,Low CLV,29.665077
73395.0,39,397,103,14,At-Risk,Mid CLV,832.6988
29819.0,55,39,248,6,At-Risk,Low CLV,66.29696
45688.0,58,306,155,12,At-Risk,Low CLV,344.3428
62820.0,72,976,414,13,Champions,Mid CLV,974.55273
60491.0,55,1028,296,24,Lost,Mid CLV,1048.8376
33235.0,40,70,144,6,At-Risk,Low CLV,68.950874
35701.0,67,46,467,4,Loyal,Low CLV,43.173424
31535.0,46,51,276,4,At-Risk,Low CLV,42.77895
92556.0,66,1263,70,21,Lost,Mid CLV,1164.3372
67384.0,56,1490,596,20,Champions,Mid CLV,1497.1152
80573.0,55,1564,623,23,Champions,Mid CLV,1507.5414
77870.0,59,1815,676,15,Champions,High CLV,1650.2102
52278.0,63,1198,520,25,Champions,Mid CLV,1121.6647
57107.0,58,416,674,16,Loyal,Low CLV,636.01984
18929.0,36,85,498,5,Loyal,Low CLV,66.84669
36038.0,45,47,394,6,Loyal,Low CLV,75.48225
20180.0,50,137,494,7,Loyal,Low CLV,117.22342
34230.0,61,21,550,3,Loyal,Low CLV,30.418966
31878.0,49,70,7,5,At-Risk,Low CLV,51.11095
70932.0,54,909,161,20,Lost,Mid CLV,847.8343
91249.0,70,1676,617,22,Champions,High CLV,1709.1699
77598.0,83,1735,271,25,Lost,High CLV,1677.6511
80982.0,67,1191,537,27,Champions,Mid CLV,1350.59
22701.0,49,24,297,4,At-Risk,Low CLV,35.583035
55212.0,57,1182,583,17,Champions,Mid CLV,1148.0488
70617.0,56,1280,371,13,Lost,Mid CLV,977.0786
64849.0,69,1336,593,18,Champions,Mid CLV,1259.4832
62694.0,61,749,377,19,Lost,Mid CLV,855.12964
61917.0,52,91,221,6,At-Risk,Low CLV,114.11045
67472.0,79,414,274,13,At-Risk,Low CLV,448.40787
21059.0,44,44,173,6,At-Risk,Low CLV,60.998505
29543.0,58,63,89,6,At-Risk,Low CLV,67.13412
75903.0,75,901,447,21,Champions,Mid CLV,1276.4435
34984.0,51,38,661,4,Loyal,Low CLV,51.575203
54998.0,70,455,476,15,Loyal,Low CLV,622.0103
54356.0,77,775,587,21,Champions,Low CLV,769.79846
34242.0,67,15,98,3,At-Risk,Low CLV,22.962515
25410.0,53,38,302,5,At-Risk,Low CLV,52.89598
73356.0,42,1512,143,21,Lost,High CLV,1657.0024
28320.0,76,43,531,4,Loyal,Low CLV,41.476982
23763.0,49,42,691,4,Loyal,Low CLV,55.847073
72570.0,42,1089,65,22,Lost,Mid CLV,1096.6135
34529.0,50,162,653,7,Loyal,Low CLV,147.09898
70792.0,75,1272,508,17,Champions,Mid CLV,1192.4501
63211.0,44,1173,604,18,Champions,Mid CLV,1306.6581
83891.0,52,816,9,21,Lost,High CLV,1584.6476
36065.0,58,74,455,6,Loyal,Low CLV,78.93436
39898.0,72,134,502,7,Loyal,Low CLV,110.07351
51141.0,86,157,356,8,Loyal,Low CLV,172.25525
56939.0,50,561,284,16,Lost,Low CLV,606.8267
80872.0,75,1336,48,18,Lost,Mid CLV,1187.5471
72335.0,50,2092,685,22,Champions,High CLV,1836.7864
61798.0,62,463,218,15,Lost,Low CLV,608.09454
76842.0,76,1130,57,16,Lost,Mid CLV,1093.86
29478.0,50,20,163,4,At-Risk,Low CLV,34.771076
46998.0,70,377,615,13,Loyal,Low CLV,498.9339
96843.0,36,1544,432,27,Champions,Mid CLV,1538.6058
56551.0,76,138,53,7,At-Risk,Low CLV,101.50978
70053.0,61,1012,361,23,Lost,Mid CLV,1134.8661
71670.0,64,1766,355,14,Champions,High CLV,1698.0426
44359.0,48,45,12,6,At-Risk,Low CLV,73.14621
40887.0,74,161,419,7,Loyal,Low CLV,112.03007
48877.0,60,144,175,7,At-Risk,Low CLV,111.53583
74485.0,79,1734,309,25,Lost,Mid CLV,1494.6675
64474.0,54,823,250,20,Lost,Low CLV,718.00793
77226.0,63,1138,121,26,Lost,Mid CLV,1029.9708
72643.0,77,1429,487,20,Champions,High CLV,1622.0354
85738.0,48,1371,157,20,Lost,Mid CLV,1406.5569
55686.0,60,982,500,14,Champions,Low CLV,677.1296
39062.0,43,44,96,4,At-Risk,Low CLV,45.33934
34600.0,55,318,544,12,Loyal,Low CLV,361.1387
40794.0,51,434,448,14,Loyal,Low CLV,486.21207
54690.0,55,198,234,9,At-Risk,Low CLV,201.75601
4428.0,57,359,267,25,Lost,Low CLV,413.34192
32632.0,63,576,696,16,Champions,Low CLV,584.2202
38236.0,58,88,282,7,At-Risk,Low CLV,104.48367
36781.0,47,63,80,5,At-Risk,Low CLV,63.222897
31385.0,42,27,571,3,Loyal,Low CLV,38.419056
24570.0,42,193,487,8,Loyal,Low CLV,181.20734
25509.0,52,101,649,6,Loyal,Low CLV,85.071335
94642.0,75,2211,137,21,Lost,High CLV,2034.4283
58646.0,64,140,384,7,Loyal,Low CLV,156.42673
53201.0,51,415,502,14,Loyal,Low CLV,549.19666
21994.0,69,22,552,3,Loyal,Low CLV,24.558384
57113.0,48,263,508,10,Loyal,Low CLV,253.95248
51373.0,35,393,372,11,Loyal,Low CLV,416.63364
23477.0,40,147,251,7,At-Risk,Low CLV,96.83691
58116.0,70,443,77,14,At-Risk,Low CLV,513.2198
72968.0,63,1958,195,18,Lost,High CLV,1657.3246
39791.0,55,174,458,8,Loyal,Low CLV,171.72368
91712.0,79,2217,255,27,Lost,High CLV,2070.625
94472.0,68,1691,87,15,Lost,High CLV,1701.765
13672.0,66,25,438,4,Loyal,Low CLV,33.744648
96547.0,46,809,37,21,Lost,Mid CLV,989.529
79205.0,51,895,669,15,Champions,Mid CLV,1038.9049
56559.0,51,484,551,15,Loyal,Low CLV,611.0019
32644.0,53,413,529,14,Loyal,Low CLV,416.54346
67506.0,46,331,178,11,At-Risk,Low CLV,324.32568
24206.0,56,25,478,4,Loyal,Low CLV,44.070362
28420.0,59,13,187,3,At-Risk,Low CLV,21.40209
22979.0,56,115,661,7,Loyal,Low CLV,143.18243
33279.0,60,16,17,3,At-Risk,Low CLV,23.557463
46423.0,54,92,284,6,At-Risk,Low CLV,75.42115
30368.0,49,52,234,5,At-Risk,Low CLV,50.542038
63684.0,56,1464,580,20,Champions,Mid CLV,1257.4017
41638.0,62,441,501,13,Loyal,Low CLV,460.83615
68805.0,67,283,285,11,At-Risk,Low CLV,301.28903
65814.0,60,747,119,20,Lost,Low CLV,686.2897
71964.0,68,1870,405,16,Champions,Mid CLV,1355.3218
39146.0,40,165,500,8,Loyal,Low CLV,178.4651
96876.0,49,1941,327,23,Champions,Mid CLV,1411.8237
34445.0,45,839,518,21,Champions,Low CLV,759.2438
68281.0,68,1655,691,24,Champions,High CLV,1628.7902
37284.0,51,23,457,3,Loyal,Low CLV,30.663675
36790.0,43,66,485,5,Loyal,Low CLV,71.61696
27943.0,59,37,440,5,Loyal,Low CLV,58.572166
22263.0,75,21,91,4,At-Risk,Low CLV,25.937473
30261.0,54,22,642,3,Loyal,Low CLV,30.987015
28587.0,48,78,137,6,At-Risk,Low CLV,69.03649
43815.0,44,79,450,5,Loyal,Low CLV,60.42138
48195.0,70,265,159,11,At-Risk,Low CLV,276.7993
77027.0,74,1175,144,17,Lost,Mid CLV,1034.4648
71322.0,61,1305,498,26,Champions,Mid CLV,1329.263
32765.0,47,46,126,6,At-Risk,Low CLV,69.03649
29672.0,61,25,474,3,Loyal,Low CLV,29.800358
23272.0,73,46,255,4,At-Risk,Low CLV,30.053833
49912.0,77,874,660,22,Champions,Mid CLV,922.94275
7500.0,41,100,697,6,Loyal,Low CLV,92.46487
68117.0,79,930,476,23,Champions,Mid CLV,1103.0482
67225.0,71,868,215,20,Lost,Low CLV,772.19464
17649.0,50,45,229,6,At-Risk,Low CLV,60.01483
55914.0,51,1260,426,25,Champions,Mid CLV,1134.7786
40059.0,42,414,274,11,At-Risk,Low CLV,320.26242
60905.0,76,392,206,13,At-Risk,Low CLV,545.9168
75330.0,49,1109,633,25,Champions,Mid CLV,1186.5106
60689.0,75,639,393,18,Lost,Low CLV,742.47235
38680.0,42,79,458,5,Loyal,Low CLV,60.42138
61416.0,44,1665,506,23,Champions,Mid CLV,1543.402
49767.0,35,692,423,17,Champions,Low CLV,643.08014
83273.0,56,1392,642,19,Champions,High CLV,1650.2101
29009.0,45,44,212,5,At-Risk,Low CLV,50.681816
45057.0,47,50,210,5,At-Risk,Low CLV,54.46342
37150.0,55,467,656,13,Loyal,Low CLV,449.31686
43020.0,56,223,211,9,At-Risk,Low CLV,199.19693
53154.0,67,158,20,8,At-Risk,Low CLV,160.44652
65308.0,53,1211,291,27,Lost,Mid CLV,1188.8595
76467.0,56,1575,681,12,Champions,Mid CLV,1520.6605
81044.0,79,1208,184,21,Lost,Mid CLV,1327.6288
32871.0,75,43,477,4,Loyal,Low CLV,39.353127
55801.0,51,527,280,15,Lost,Low CLV,496.61566
76320.0,67,932,7,13,Lost,Mid CLV,858.0956
36927.0,71,71,27,6,At-Risk,Low CLV,69.77242
48794.0,73,54,3,4,At-Risk,Low CLV,38.80368
23478.0,61,129,467,6,Loyal,Low CLV,77.9142
71128.0,53,1615,631,24,Champions,Mid CLV,1294.497
70179.0,50,1034,343,23,Lost,Mid CLV,1017.0132
59462.0,76,1088,540,23,Champions,Mid CLV,1016.20514
51381.5,57,721,407,18,Champions,Low CLV,779.8726
38361.0,57,137,184,7,At-Risk,Low CLV,110.64341
51381.5,45,47,394,6,Loyal,Low CLV,80.69895
70038.0,44,1244,247,16,Lost,Mid CLV,1064.9865
42554.0,48,41,533,5,Loyal,Low CLV,63.00616
67445.0,52,1174,686,27,Champions,Mid CLV,1335.6918
67046.0,75,993,539,13,Champions,Mid CLV,1062.9509
42192.0,78,100,296,6,At-Risk,Low CLV,74.5676
77610.0,74,1680,608,15,Champions,Mid CLV,1501.1066
31761.0,42,98,85,7,At-Risk,Low CLV,96.4702
34350.0,47,48,253,4,At-Risk,Low CLV,38.692467
54591.0,77,519,328,16,Lost,Low CLV,497.3613
71866.0,70,715,186,19,Lost,Mid CLV,919.6047
25293.0,57,37,287,4,At-Risk,Low CLV,36.754406
42000.0,39,653,535,18,Champions,Low CLV,719.636
69520.0,43,1455,357,20,Champions,Mid CLV,1346.1721
64713.0,56,602,142,17,Lost,Mid CLV,806.42377
27889.0,49,26,359,4,Loyal,Low CLV,48.57171
22123.0,66,102,94,6,At-Risk,Low CLV,61.380615
51381.5,55,97,483,6,Loyal,Low CLV,98.97961
51381.5,72,207,371,9,Loyal,Low CLV,200.26436
27803.0,53,176,672,7,Loyal,Low CLV,112.02845
51381.5,71,450,254,12,At-Risk,Low CLV,324.76797
51651.0,66,433,599,13,Loyal,Low CLV,407.45605
68487.0,38,1366,532,29,Champions,Mid CLV,1352.9141
51381.5,83,1564,242,21,Lost,Mid CLV,857.1346
56796.0,57,1001,498,24,Champions,Mid CLV,986.4249
87000.0,34,961,561,17,Champions,Mid CLV,1127.0127
79823.0,67,1518,90,22,Lost,Mid CLV,1359.7942
30828.0,46,56,268,6,At-Risk,Low CLV,67.54572
34109.0,55,22,235,3,At-Risk,Low CLV,25.183695
53367.0,52,400,302,14,At-Risk,Low CLV,399.09003
22390.0,57,26,251,3,At-Risk,Low CLV,19.08692
71322.0,50,350,58,12,At-Risk,Low CLV,335.25995
79244.0,33,1216,557,21,Champions,Mid CLV,1355.9138
49912.0,77,874,660,22,Champions,Mid CLV,922.94275
48699.0,76,40,404,4,Loyal,Low CLV,55.33252
80144.0,51,1367,272,18,Lost,Mid CLV,1501.0138
54252.0,70,264,397,10,Loyal,Low CLV,233.52765
81929.0,50,2053,638,18,Champions,High CLV,2039.7236
76068.0,51,1376,577,9,Champions,Mid CLV,1424.4674
53204.0,50,45,101,4,At-Risk,Low CLV,45.604843
67911.0,77,976,38,24,Lost,Mid CLV,987.0023
14796.0,42,51,650,4,Loyal,Low CLV,44.074673
78128.0,52,1264,130,18,Lost,Mid CLV,1336.9823
14188.0,54,75,486,6,Loyal,Low CLV,74.19903
20425.0,40,57,608,5,Loyal,Low CLV,66.18353
58646.0,64,140,384,7,Loyal,Low CLV,156.42673
72967.0,56,497,561,17,Champions,Low CLV,718.7023
48150.0,77,266,386,10,Loyal,Low CLV,236.40985
82332.0,65,2006,650,20,Champions,High CLV,1943.9965
58275.0,71,615,392,17,Lost,Low CLV,604.1163
44953.0,45,1021,555,23,Champions,Mid CLV,1167.0598
34587.0,73,22,44,4,At-Risk,Low CLV,33.61286
43018.0,52,133,240,6,At-Risk,Low CLV,91.86462
45736.0,72,437,340,14,Loyal,Low CLV,406.09592
66476.0,57,1013,207,24,Lost,Mid CLV,1053.4427
27733.0,45,57,307,5,At-Risk,Low CLV,52.077797
69805.0,74,1038,159,25,Lost,Mid CLV,1085.2817
72217.0,64,1573,445,21,Champions,Mid CLV,1446.5221
25818.0,55,28,619,3,Loyal,Low CLV,52.040943
37509.0,50,123,655,7,Loyal,Low CLV,120.80068
25176.0,50,13,323,3,At-Risk,Low CLV,26.13839
43586.0,46,132,668,7,Loyal,Low CLV,119.99699
53230.0,70,732,695,19,Champions,Low CLV,726.60144
50116.0,69,66,9,5,At-Risk,Low CLV,303.38428
84906.0,54,1631,268,23,Lost,High CLV,1692.7607
61286.0,60,608,331,16,Lost,Low CLV,549.0607
82333.0,40,1822,456,17,Champions,High CLV,1828.3271
65220.0,61,1282,664,19,Champions,Mid CLV,1223.7457
33590.0,52,8,238,3,At-Risk,Low CLV,25.183695
30992.0,50,43,433,4,Loyal,Low CLV,42.28076
72309.0,50,1931,475,19,Champions,High CLV,1683.723
156924.0,77,8,304,0,At-Risk,Low CLV,30.5426
16005.0,46,103,684,5,Loyal,Low CLV,73.087875
65487.0,69,1169,170,14,Lost,Mid CLV,991.3396
58692.0,61,395,84,14,At-Risk,Low CLV,419.3047
40590.0,57,258,270,10,At-Risk,Low CLV,315.0842
20587.0,56,25,49,4,At-Risk,Low CLV,24.29308
62637.0,72,185,120,9,At-Risk,Low CLV,211.70552
29435.0,60,180,692,7,Loyal,Low CLV,147.8897
19346.0,52,22,150,4,At-Risk,Low CLV,29.810831
35788.0,55,44,157,5,At-Risk,Low CLV,54.323643
36997.0,58,94,513,7,Loyal,Low CLV,126.50209
23539.0,69,81,121,6,At-Risk,Low CLV,65.698875
65333.0,53,798,163,21,Lost,Mid CLV,894.9829
78499.0,69,1334,218,18,Lost,Mid CLV,1269.1547
29732.0,55,38,96,4,At-Risk,Low CLV,38.245174
41275.0,66,61,97,7,At-Risk,Low CLV,108.42223
63516.0,53,300,358,12,Loyal,Low CLV,397.8373
42769.0,64,88,260,6,At-Risk,Low CLV,81.06421
49572.0,68,54,196,5,At-Risk,Low CLV,52.378887
69209.0,54,1782,650,14,Champions,Mid CLV,1352.9248
17148.0,50,68,152,7,At-Risk,Low CLV,86.58412
40590.0,57,258,270,10,At-Risk,Low CLV,315.0842
30560.0,50,31,367,4,Loyal,Low CLV,40.408382
32146.0,43,66,48,6,At-Risk,Low CLV,61.253666
41713.0,62,174,61,8,At-Risk,Low CLV,162.64632
34176.0,51,28,158,4,At-Risk,Low CLV,38.55269
58482.0,71,731,109,20,Lost,Low CLV,739.1159
59686.0,61,274,155,11,At-Risk,Low CLV,299.01007
60896.0,62,1701,626,23,Champions,Mid CLV,1380.4277
62994.0,46,312,117,12,At-Risk,Low CLV,378.50958
47320.0,69,414,332,14,Loyal,Low CLV,388.9311
74859.0,77,1565,391,22,Champions,Mid CLV,1482.4568
15253.0,34,29,244,4,At-Risk,Low CLV,29.198788
31560.0,52,94,370,6,Loyal,Low CLV,79.72916
72071.0,72,1338,500,17,Champions,Mid CLV,1274.947
91172.0,36,1092,459,14,Champions,Mid CLV,1169.4714
90000.0,42,1479,188,17,Lost,High CLV,1659.4733
41967.0,45,54,218,4,At-Risk,Low CLV,38.692467
69263.0,61,568,116,17,Lost,Low CLV,557.0024
65706.0,56,1199,366,26,Champions,Mid CLV,1263.7975
60934.0,51,873,163,21,Lost,Mid CLV,812.0208
71965.0,75,1213,335,14,Lost,Mid CLV,988.1429
65210.0,71,731,111,20,Lost,Mid CLV,789.4928
79174.0,51,2043,534,18,Champions,High CLV,1899.79
81380.0,59,1893,554,16,Champions,High CLV,1593.5078
48432.0,53,424,619,14,Loyal,Low CLV,428.2465
52914.0,55,575,538,13,Loyal,Low CLV,526.57715
38946.0,71,257,248,10,At-Risk,Low CLV,222.45969
26067.0,52,56,237,6,At-Risk,Low CLV,66.29696
44325.0,54,542,479,17,Champions,Low CLV,563.8829
42523.0,62,125,67,6,At-Risk,Low CLV,77.8463
26487.0,48,69,405,6,Loyal,Low CLV,76.56641
53233.0,69,40,103,4,At-Risk,Low CLV,36.60794
67716.0,66,1016,535,24,Champions,Mid CLV,1175.8036
76234.0,54,907,143,22,Lost,Mid CLV,1158.5342
84117.0,70,1566,49,23,Lost,High CLV,1569.1356
65487.0,69,1169,170,14,Lost,Mid CLV,991.3396
25224.0,54,46,105,5,At-Risk,Low CLV,47.90513
89616.0,43,1644,489,24,Champions,High CLV,1559.6586
40851.0,55,59,493,4,Loyal,Low CLV,56.12928
27469.0,79,17,696,3,Loyal,Low CLV,22.581356
82347.0,69,1853,600,24,Champions,High CLV,1845.9276
73803.0,69,1528,697,20,Champions,Mid CLV,1488.5724
8820.0,74,35,464,6,Loyal,Low CLV,61.97305
43322.0,52,141,69,7,At-Risk,Low CLV,102.41192
55593.0,53,546,312,15,Lost,Low CLV,651.1029
50501.0,72,500,376,13,Loyal,Low CLV,440.05508
37085.0,51,61,3,6,At-Risk,Low CLV,73.476166
16185.0,36,106,328,6,At-Risk,Low CLV,89.22347
57731.0,57,704,583,22,Champions,Mid CLV,1022.00757
48432.0,53,424,619,14,Loyal,Low CLV,428.2465
73807.0,48,849,543,21,Champions,Mid CLV,1147.5778
18929.0,36,85,498,5,Loyal,Low CLV,66.84669
35893.0,58,199,622,9,Loyal,Low CLV,215.7725
61014.0,46,1147,687,16,Champions,Mid CLV,1081.3364
32144.0,72,54,98,6,At-Risk,Low CLV,164.206
14918.0,63,43,569,4,Loyal,Low CLV,44.616104
45146.0,63,53,349,4,At-Risk,Low CLV,54.92467
41769.0,71,521,501,16,Loyal,Low CLV,552.7492
88325.0,45,1623,144,17,Lost,Mid CLV,1512.6074
38054.0,76,45,59,5,At-Risk,Low CLV,49.405655
80617.0,31,1435,625,18,Champions,Mid CLV,1440.276
5305.0,50,32,334,1,At-Risk,Low CLV,44.24895
36807.0,72,16,556,3,Loyal,Low CLV,25.701733
28427.0,43,52,465,5,Loyal,Low CLV,57.76848
82032.0,78,1234,85,17,Lost,Mid CLV,1253.1539
22775.0,48,15,375,3,Loyal,Low CLV,23.861843
40101.0,41,415,623,13,Loyal,Low CLV,429.52383
58025.0,47,470,215,15,Lost,Low CLV,634.73926
75777.0,44,1438,360,20,Champions,Mid CLV,1480.7155
7500.0,47,53,418,7,Loyal,Low CLV,119.63111
33562.0,63,51,4,6,At-Risk,Low CLV,64.300476
57642.0,56,679,171,19,Lost,Mid CLV,801.35754
58554.0,58,586,641,16,Champions,Low CLV,607.50964
63777.0,47,653,462,18,Champions,Low CLV,732.64966
57967.0,64,468,483,14,Loyal,Low CLV,449.42926
51381.5,48,1679,686,1,Loyal,High CLV,1597.0621
24434.0,54,50,42,5,At-Risk,Low CLV,47.073643
11012.0,42,84,470,6,Loyal,Low CLV,84.29202
44802.0,56,1049,677,25,Champions,Mid CLV,1018.9922
26816.0,40,22,681,3,Loyal,Low CLV,18.464329
34421.0,52,30,363,3,Loyal,Low CLV,29.919998
61223.0,59,1341,381,16,Champions,Mid CLV,1019.4603
64014.0,80,444,19,15,Lost,Low CLV,500.8268
56981.0,45,1241,155,18,Lost,Mid CLV,1160.604
69245.0,70,843,156,21,Lost,Mid CLV,997.7066
52869.0,72,172,622,8,Loyal,Low CLV,178.41222
